5,6,0,1,1,0,0,1,0,0,44,0,1,3,4,1,0,0,0,0,2,0,0,0,6,0,0,0,0,0,26,0,0,4,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,88,3,32,9,1,1,5,2,41,104,0,8,6,5,3,1,0,6,1,22,0,4,2,30,1,2,0,1,5,31,3,0,12,1,0,1,0,3,0,3,6,3,1,2,0,4,11,0,0,0,1,0,0,1,29,1,0,3,4,1,0,0,20,4,5,3,0,0,1,2,3,2,1,0,4,3,4,0,1,1,0,0,1,1,6,7,0,1,0,1,1,2,0,2,0,0,0,3,0,2,1,0,5,1,2,1,1,0,1,0,0,0,1,0,6,3,0,0,1,5,10,0,0,0,1,0,0,0,3,0,2,2,2,0,3
30,0,250,45,64,296,0,0,133,0,0,51,0,14,0,5,0,0,0,0,0,493,77,0,0,0,6,0,1,0,0,0,0,0,10,0,4,64,0,21,0,0,0,0,9,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,2219,357,100,291,14,133,155,103,47,7024,59,1071,432,337,186,16,38,176,46,48,6,52,62,1272,18,14,28,33,402,1216,55,48,1804,58,78,7,4,46,37,192,553,364,224,79,6,90,334,15,21,55,172,2,5,232,229,304,49,204,1243,129,120,17,640,349,826,297,13,155,27,95,139,138,129,44,34,156,780,7,133,0,73,71,96,107,64,272,33,21,21,25,91,107,39,16,110,0,48,172,5,129,80,47,119,24,116,283,21,70,7,55,40,29,67,2,284,35,257,62,206,72,375,0,92,38,1,46,68,30,101,17,162,22,86,9,158
2,0,13,0,0,13,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,27,1,3,1,1,1,5,0,3,19,0,2,4,2,0,0,0,2,0,1,4,1,0,3,0,3,0,0,2,3,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,5,0,2,0,1,1,1,0,0,0,0,0,0,2,0,3,1,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,3,2,0,0,0,0,2,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1,0,0
1,0,0,0,2,10,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,8,106,0,38,61,105,0,4,0,0,1,1,17,0,5,0,0,0,0,0,1,9,0,0,0,0,0,1,1,0,3,0,0,2,6,1,27,2,26,1,10,0,0,16,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
54,99,36,0,11,13,7,12,16,0,0,5,6,1,2,8,22,0,0,25,0,9,2,0,0,0,0,16,0,3,0,0,1,0,0,7,15,4,3,0,5,0,1,0,2,2,1,1,0,3,3,1,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,3,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,0,2,0,0,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,31,9,11,20,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
13,43,6,0,5,0,0,7,3,0,249,0,1,10,12,6,1,0,0,1,0,0,1,0,159,0,0,0,0,0,80,0,0,27,5,1,0,0,2,0,0,7,3,0,1,0,3,9,0,0,0,0,0,0,13,0,4,0,14,1,1,1,0,1,2,0,7,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,22,0,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,1
8,1171,0,4,21,1,0,6,0,0,85,0,459,10,1,0,0,0,2,0,2,2,0,4,45,0,0,0,0,173,21,1,0,24,3,0,0,0,0,0,30,5,0,53,2,0,4,55,1,2,0,29,0,0,0,23,16,0,0,0,6,1,0,21,0,0,10,0,0,0,1,5,1,2,0,0,3,0,0,15,0,0,0,0,1,2,13,2,1,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,3,0,0,2,0,0,6,14,1,0,76,1,0,0,2,18,3,0,0,0,0,0,2,8,0,0,0,0,0,0,3
0,3,0,0,0,0,0,1,0,0,1,5,0,0,0,0,3,11,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,610,52,111,33,12,31,38,73,22,520,10,100,29,57,28,25,27,57,23,57,9,9,21,174,7,40,14,18,55,236,29,8,165,9,2,13,3,13,14,39,25,17,101,7,6,11,64,5,6,11,24,1,4,15,99,13,15,26,42,8,17,2,91,27,38,6,8,10,5,11,5,8,5,9,6,16,13,5,4,1,1,12,8,6,19,53,5,7,5,2,2,18,3,3,3,2,23,8,0,9,4,7,11,2,6,12,5,3,1,1,7,1,28,6,14,5,11,11,30,24,24,1,12,7,5,35,6,4,1,1,8,23,2,2,15
69,609,77,32,42,6,15,117,21,22,432,8,133,35,24,20,13,32,21,38,37,28,17,17,166,22,61,6,4,27,174,18,6,84,76,7,16,1,15,3,25,6,32,18,8,3,8,63,4,2,2,19,1,5,7,46,10,3,16,18,8,5,2,122,9,3,12,3,10,4,2,19,9,7,7,8,7,20,2,11,0,6,3,4,1,8,44,8,4,11,1,11,20,3,4,16,1,1,17,1,0,5,2,11,1,12,3,7,1,2,7,11,3,15,10,18,8,1,1,15,6,3,1,6,20,3,8,4,4,18,3,12,4,8,0,13
58,3,89,7,54,76,98,0,4,0,0,3,0,34,4,9,0,0,0,0,0,1,17,0,0,1,1,0,0,0,0,0,2,0,1,11,1,33,1,52,0,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,0,0,2,0
